Dungeon Name,Adventurer 1 Class,Adventurer 1 Level,Adventurer 2 Class,Adventurer 2 Level,Adventurer 3 Class,Adventurer 3 Level,Adventurer 4 Class,Adventurer 4 Level,Encounter 1,Encounter 2,Encounter 3,Encounter 4,Encounter 5,Encounter 6,Encounter 7,Encounter 8,Encounter 9,Encounter 10,Encounter 11,Encounter 12,Threat Level,# Encounters,# Encounters Beaten,Victory?,Defeated By,# of Fighter Adventurers,Total Level of Fighter Adventurers,Max Level of Fighter Adventurers,# of Ranger Adventurers,Total Level of Ranger Adventurers,Max Level of Ranger Adventurers,# of Mage Adventurers,Total Level of Mage Adventurers,Max Level of Mage Adventurers,# of Cleric Adventurers,Total Level of Cleric Adventurers,Max Level of Cleric Adventurers,# of Druid Adventurers,Total Level of Druid Adventurers,Max Level of Druid Adventurers,# of Rogue Adventurers,Total Level of Rogue Adventurers,Max Level of Rogue Adventurers,# of Goblins Encounters,# of Goblin Chieftain Encounters,# of Wolves Encounters,# of Orcs Encounters,# of Orc Warlord Encounters,# of Orc Shaman Encounters,# of Skeletons Encounters,# of Zombies Encounters,# of Ghosts Encounters,# of Basilisk Encounters,# of Lich Encounters,# of Dragon Encounters,# of Boulder Trap Encounters,# of Lever Puzzle Room Encounters,# of Riddle Door Encounters,# of Cursed Altar Encounters,# of Snake Pit Encounters,# of Poison Needle Trap Encounters
Orc Warcamp of Icemarch,Druid,4,Mage,4,Mage,5,Fighter,5,Boulder Trap,Orcs,Orcs,Orcs,Orcs,Orcs,Boulder Trap,Boulder Trap,Wolves,Orcs,,,5.0,10,10,1,,1,5,5,0,0,0,2,9,5,0,0,0,1,4,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Dread Lair of Lakeshore,Fighter,5,Mage,5,Cleric,4,Ranger,5,Boulder Trap,Cursed Altar,Skeletons,Cursed Altar,Skeletons,Dragon,,,,,,,4.75,6,6,1,,1,5,5,1,5,5,1,5,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0
Orc Camp of Khaz-Gorond,Mage,4,Fighter,6,Mage,6,Ranger,5,Boulder Trap,Orcs,Orcs,Orcs,Orcs,Boulder Trap,Boulder Trap,Orcs,Wolves,Orc Shaman,,,5.25,10,10,1,,1,6,6,1,5,5,2,10,6,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Undead Mausoleum of Limeneth,Druid,2,Mage,1,Fighter,3,Rogue,3,Zombies,Zombies,Boulder Trap,Skeletons,,,,,,,,,1.75,4,4,1,,1,3,3,0,0,0,1,1,1,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
Abandoned Temple of Stormwind,Rogue,7,Ranger,3,Mage,5,Mage,5,Zombies,Snake Pit,Wolves,Riddle Door,Zombies,Wolves,Cursed Altar,Lever Puzzle Room,,,,,4.25,8,8,1,,0,0,0,1,3,3,2,10,5,0,0,0,0,0,0,1,7,7,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0
Undead Sepulcher of Darkflight Pass,Mage,5,Cleric,5,Ranger,5,Rogue,6,Ghosts,Skeletons,Poison Needle Trap,Poison Needle Trap,Poison Needle Trap,Skeletons,Ghosts,Skeletons,Skeletons,Zombies,,,5.25,10,10,1,,0,0,0,1,5,5,1,5,5,1,5,5,0,0,0,1,6,6,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,3
Night Goblin Warrens of Riverfell,Rogue,4,Ranger,1,Fighter,1,Ranger,2,Goblins,Goblins,Snake Pit,Goblins,,,,,,,,,1.2249999999999999,4,4,1,,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dread Maw of Calantha,Ranger,4,Rogue,4,Cleric,3,Fighter,4,Zombies,Lever Puzzle Room,Poison Needle Trap,Skeletons,Poison Needle Trap,Basilisk,,,,,,,3.5,6,6,1,,1,4,4,1,4,4,0,0,0,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2
Timeless Temple of Darkflight Pass,Druid,3,Ranger,2,Druid,2,Cleric,3,Cursed Altar,Snake Pit,Zombies,Basilisk,Snake Pit,Cursed Altar,,,,,,,3.5,6,6,1,,0,0,0,1,2,2,0,0,0,1,3,3,2,5,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0
Dread Cave of Stormwind,Mage,3,Cleric,4,Druid,2,Cleric,2,Wolves,Poison Needle Trap,Lever Puzzle Room,Orcs,Basilisk,,,,,,,,3.25,5,4,0,Basilisk,0,0,0,0,0,0,1,3,3,2,6,4,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Infernal Den of Stonefell Peak,Fighter,3,Druid,4,Ranger,4,Rogue,6,Lever Puzzle Room,Lever Puzzle Room,Riddle Door,Zombies,Zombies,Skeletons,Lich,,,,,,4.5,7,6,0,Lich,1,3,3,1,4,4,0,0,0,0,0,0,1,4,4,1,6,6,0,0,0,0,0,0,1,2,0,0,1,0,0,2,1,0,0,0
Infernal Tomb of Limeneth,Mage,3,Cleric,5,Rogue,5,Ranger,3,Cursed Altar,Skeletons,Zombies,Cursed Altar,Lich,,,,,,,,3.5,5,5,1,,0,0,0,1,3,3,1,3,3,1,5,5,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
Undead Pyramid of Stormwind,Rogue,4,Fighter,4,Mage,3,Druid,2,Skeletons,Skeletons,Zombies,Boulder Trap,Skeletons,Boulder Trap,Ghosts,,,,,,3.5,7,4,0,Skeletons,1,4,4,0,0,0,1,3,3,0,0,0,1,2,2,1,4,4,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0
Orc Fort of Lemarchand,Mage,2,Druid,3,Ranger,3,Rogue,4,Cursed Altar,Orcs,Wolves,Orc Warlord,,,,,,,,,2.75,4,4,1,,0,0,0,1,3,3,1,2,2,0,0,0,1,3,3,1,4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Undead Sepulcher of Icemarch,Cleric,3,Rogue,5,Mage,4,Ranger,5,Cursed Altar,Zombies,Skeletons,Ghosts,Skeletons,Cursed Altar,Ghosts,,,,,,3.75,7,7,1,,0,0,0,1,5,5,1,4,4,1,3,3,0,0,0,1,5,5,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0
Undead Ziggurat of Riverfell,Druid,2,Druid,3,Fighter,3,Cleric,3,Zombies,Zombies,Cursed Altar,Cursed Altar,Skeletons,Skeletons,,,,,,,2.75,6,6,1,,1,3,3,0,0,0,0,0,0,1,3,3,2,5,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0
Sunken Den of Lemarchand,Ranger,2,Ranger,3,Cleric,2,Cleric,4,Riddle Door,Riddle Door,Poison Needle Trap,Zombies,Basilisk,,,,,,,,3.0,5,5,1,,0,0,0,2,5,3,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
Ancient Lair of Riverfell,Fighter,3,Mage,5,Cleric,3,Rogue,7,Riddle Door,Cursed Altar,Zombies,Cursed Altar,Skeletons,Lich,,,,,,,4.0,6,6,1,,1,3,3,0,0,0,1,5,5,1,3,3,0,0,0,1,7,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0
Undead Mausoleum of Khaz-Gorond,Mage,5,Druid,6,Ranger,7,Fighter,6,Boulder Trap,Zombies,Skeletons,Boulder Trap,Ghosts,Boulder Trap,Zombies,Zombies,Skeletons,Ghosts,Boulder Trap,Ghosts,6.5,12,12,1,,1,6,6,1,7,7,1,5,5,0,0,0,1,6,6,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,4,0,0,0,0,0
Sunken Den of Sintharion,Fighter,3,Rogue,4,Mage,3,Rogue,6,Goblins,Cursed Altar,Wolves,Boulder Trap,Cursed Altar,Dragon,,,,,,,4.825,6,5,0,Dragon,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,2,10,6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
Sunken Lair of Khaz-Gorond,Druid,3,Druid,3,Rogue,5,Ranger,5,Lever Puzzle Room,Wolves,Goblins,Goblins,Dragon,,,,,,,,4.15,5,5,1,,0,0,0,1,5,5,0,0,0,0,0,0,2,6,3,1,5,5,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Undead Sepulcher of Calantha,Rogue,5,Fighter,2,Druid,3,Druid,2,Skeletons,Boulder Trap,Boulder Trap,Zombies,Zombies,Ghosts,,,,,,,3.0,6,4,0,Zombies,1,2,2,0,0,0,0,0,0,0,0,0,2,5,3,1,5,5,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0
Undead Pyramid of Stonefell Peak,Fighter,4,Mage,3,Cleric,5,Ranger,4,Zombies,Skeletons,Ghosts,Poison Needle Trap,Poison Needle Trap,Skeletons,Zombies,,,,,,3.5,7,7,1,,1,4,4,1,4,4,1,3,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2
Forgotten Temple of Sintharion,Ranger,5,Fighter,5,Ranger,5,Mage,6,Poison Needle Trap,Wolves,Riddle Door,Riddle Door,Basilisk,Poison Needle Trap,Basilisk,Wolves,Cursed Altar,,,,6.25,9,9,1,,1,5,5,2,10,5,1,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,2
Ancient Lair of Cheliax,Rogue,3,Mage,2,Druid,3,Fighter,3,Riddle Door,Zombies,Skeletons,Lich,,,,,,,,,3.0,4,4,1,,1,3,3,0,0,0,1,2,2,0,0,0,1,3,3,1,3,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
Dread Cave of Sintharion,Fighter,4,Ranger,4,Cleric,4,Cleric,5,Poison Needle Trap,Poison Needle Trap,Poison Needle Trap,Orcs,Dragon,,,,,,,,4.25,5,4,0,Dragon,1,4,4,1,4,4,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Nightmare Tomb of Calantha,Druid,4,Mage,4,Mage,3,Rogue,6,Zombies,Riddle Door,Poison Needle Trap,Skeletons,Zombies,Snake Pit,Lich,,,,,,4.5,7,7,1,,0,0,0,0,0,0,2,7,4,0,0,0,1,4,4,1,6,6,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1
Orc Tower of Darkflight Pass,Rogue,5,Druid,6,Mage,4,Ranger,5,Orcs,Wolves,Orcs,Wolves,Boulder Trap,Boulder Trap,Orcs,Boulder Trap,Orc Shaman,,,,5.0,9,6,0,Orcs,0,0,0,1,5,5,1,4,4,0,0,0,1,6,6,1,5,5,0,0,2,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Orc City of Khaz-Gorond,Fighter,5,Cleric,6,Druid,5,Rogue,8,Boulder Trap,Orcs,Boulder Trap,Orcs,Orc Shaman,Boulder Trap,Orcs,Orcs,Orcs,Orc Warlord,,,5.75,10,10,1,,1,5,5,0,0,0,0,0,0,1,6,6,1,5,5,1,8,8,0,0,0,5,1,1,0,0,0,0,0,0,3,0,0,0,0,0
Infernal Lair of Icemarch,Cleric,3,Druid,3,Mage,4,Fighter,4,Wolves,Wolves,Poison Needle Trap,Dragon,,,,,,,,,4.25,4,3,0,Dragon,1,4,4,0,0,0,1,4,4,1,3,3,1,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Orc City of Almadris,Ranger,5,Cleric,7,Mage,5,Druid,5,Snake Pit,Orcs,Orc Shaman,Orcs,Snake Pit,Wolves,Wolves,Snake Pit,Orc Warlord,,,,5.75,9,9,1,,0,0,0,1,5,5,1,5,5,1,7,7,1,5,5,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0
Goblin Cave of Lemarchand,Druid,3,Mage,2,Ranger,2,Rogue,3,Boulder Trap,Goblins,Boulder Trap,Goblins,Goblins,Goblins,Goblins,,,,,,2.375,7,3,0,Goblins,0,0,0,1,2,2,1,2,2,0,0,0,1,3,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Timeless Treasure of Cheliax,Druid,3,Mage,2,Fighter,2,Rogue,5,Poison Needle Trap,Riddle Door,Snake Pit,Boulder Trap,Ghosts,Lever Puzzle Room,,,,,,,3.0,6,6,1,,1,2,2,0,0,0,1,2,2,0,0,0,1,3,3,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
Abandoned Treasure of Cheliax,Druid,5,Mage,6,Ranger,5,Fighter,5,Cursed Altar,Skeletons,Basilisk,Basilisk,Snake Pit,Cursed Altar,Snake Pit,Cursed Altar,Poison Needle Trap,,,,5.75,9,9,1,,1,5,5,1,5,5,1,6,6,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,1
Nightmare Lair of Icemarch,Mage,4,Cleric,5,Cleric,4,Druid,4,Poison Needle Trap,Zombies,Cursed Altar,Zombies,Skeletons,Lich,,,,,,,4.0,6,6,1,,0,0,0,0,0,0,1,4,4,2,9,5,1,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1
Forgotten Treasure of Khaz-Gorond,Cleric,2,Rogue,3,Ranger,4,Druid,3,Poison Needle Trap,Ghosts,Poison Needle Trap,Riddle Door,Lever Puzzle Room,Lever Puzzle Room,,,,,,,3.0,6,6,1,,0,0,0,1,4,4,0,0,0,1,2,2,1,3,3,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2
Lost Treasure of Galoron,Fighter,3,Cleric,2,Ranger,1,Druid,2,Ghosts,Ghosts,Cursed Altar,Cursed Altar,,,,,,,,,2.25,4,4,1,,1,3,3,1,1,1,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
Timeless Temple of Darkflight Pass,Druid,2,Fighter,2,Cleric,1,Fighter,3,Skeletons,Poison Needle Trap,Skeletons,Riddle Door,Poison Needle Trap,Snake Pit,,,,,,,2.75,6,2,0,Skeletons,2,5,3,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2
Ancient Tomb of Azmar,Cleric,5,Rogue,5,Druid,4,Druid,4,Cursed Altar,Boulder Trap,Skeletons,Lever Puzzle Room,Zombies,Lich,,,,,,,4.0,6,6,1,,0,0,0,0,0,0,0,0,0,1,5,5,2,8,4,1,5,5,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
Abandoned Temple of Calantha,Mage,3,Cleric,4,Rogue,5,Ranger,4,Cursed Altar,Snake Pit,Zombies,Snake Pit,Skeletons,Poison Needle Trap,Ghosts,Lever Puzzle Room,Zombies,,,,4.5,9,9,1,,0,0,0,1,4,4,1,3,3,1,4,4,0,0,0,1,5,5,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,2,1
Old Lair of Calantha,Ranger,4,Fighter,4,Druid,4,Cleric,4,Snake Pit,Orcs,Wolves,Dragon,,,,,,,,,4.0,4,4,1,,1,4,4,1,4,4,0,0,0,1,4,4,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sunken Lair of Azmar,Cleric,3,Ranger,2,Rogue,4,Mage,4,Skeletons,Riddle Door,Zombies,Skeletons,Boulder Trap,Basilisk,,,,,,,3.5,6,6,1,,0,0,0,1,2,2,1,4,4,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0
Ancient Lair of Icemarch,Druid,2,Rogue,3,Cleric,3,Ranger,2,Lever Puzzle Room,Skeletons,Cursed Altar,Lich,,,,,,,,,3.0,4,4,1,,0,0,0,1,2,2,0,0,0,1,3,3,1,2,2,1,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
Lost Treasure of Stormwind,Mage,3,Druid,4,Fighter,5,Mage,6,Wolves,Wolves,Cursed Altar,Boulder Trap,Zombies,Zombies,Boulder Trap,Boulder Trap,Poison Needle Trap,,,,4.75,9,9,1,,1,5,5,0,0,0,2,9,6,0,0,0,1,4,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,1,0,1
Orc Keep of Stonefell Peak,Rogue,6,Druid,5,Ranger,5,Ranger,6,Orcs,Cursed Altar,Wolves,Orcs,Cursed Altar,Orcs,Orcs,Cursed Altar,Orc Warlord,,,,5.25,9,6,0,Orcs,0,0,0,2,11,6,0,0,0,0,0,0,1,5,5,1,6,6,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0
Timeless Treasure of Riverfell,Fighter,2,Mage,2,Druid,3,Cleric,2,Poison Needle Trap,Riddle Door,Skeletons,Ghosts,Snake Pit,,,,,,,,2.5,5,5,1,,1,2,2,0,0,0,1,2,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
Goblin Tower of Azmar,Cleric,1,Fighter,2,Mage,2,Druid,2,Goblins,Goblins,Goblins,Boulder Trap,Boulder Trap,Goblins,,,,,,,2.0500000000000003,6,2,0,Goblins,1,2,2,0,0,0,1,2,2,1,1,1,1,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nightmare Den of Limeneth,Cleric,4,Mage,3,Fighter,4,Cleric,3,Cursed Altar,Snake Pit,Zombies,Lich,,,,,,,,,3.0,4,4,1,,1,4,4,0,0,0,1,3,3,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
Ancient Cave of Sintharion,Fighter,4,Cleric,3,Ranger,3,Rogue,4,Riddle Door,Zombies,Lever Puzzle Room,Zombies,Riddle Door,Lich,,,,,,,4.0,6,6,1,,1,4,4,1,3,3,0,0,0,1,3,3,0,0,0,1,4,4,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0
Undead Mausoleum of Azmar,Fighter,4,Ranger,5,Rogue,4,Ranger,5,Zombies,Zombies,Poison Needle Trap,Skeletons,Zombies,Skeletons,Poison Needle Trap,Poison Needle Trap,Ghosts,,,,4.5,9,9,1,,1,4,4,2,10,5,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,3
Lost Temple of Stonefell Peak,Mage,4,Rogue,4,Cleric,3,Cleric,4,Ghosts,Boulder Trap,Snake Pit,Snake Pit,Zombies,Poison Needle Trap,Zombies,Lever Puzzle Room,,,,,4.0,8,8,1,,0,0,0,0,0,0,1,4,4,2,7,4,0,0,0,1,4,4,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,1
Sunken Lair of Almadris,Rogue,4,Rogue,4,Rogue,3,Cleric,3,Riddle Door,Poison Needle Trap,Zombies,Skeletons,Basilisk,,,,,,,,3.0,5,4,0,Basilisk,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,3,11,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
Sunken Den of Riverfell,Rogue,5,Cleric,2,Ranger,3,Druid,3,Cursed Altar,Zombies,Skeletons,Lich,,,,,,,,,3.0,4,4,1,,0,0,0,1,3,3,0,0,0,1,2,2,1,3,3,1,5,5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Dread Cave of Limeneth,Druid,4,Cleric,2,Ranger,3,Druid,3,Goblins,Wolves,Riddle Door,Basilisk,,,,,,,,,2.575,4,4,1,,0,0,0,1,3,3,0,0,0,1,2,2,2,7,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Timeless Temple of Khaz-Gorond,Druid,3,Fighter,2,Mage,3,Ranger,2,Cursed Altar,Zombies,Cursed Altar,Zombies,Cursed Altar,Boulder Trap,Orcs,,,,,,3.25,7,5,0,Boulder Trap,1,2,2,1,2,2,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,3,0,0
Forgotten Treasure of Limeneth,Rogue,3,Druid,3,Rogue,3,Cleric,3,Skeletons,Snake Pit,Wolves,Riddle Door,Zombies,Poison Needle Trap,,,,,,,3.0,6,6,1,,0,0,0,0,0,0,0,0,0,1,3,3,1,3,3,2,6,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
Abandoned Dungeon of Galoron,Fighter,3,Cleric,3,Mage,3,Cleric,2,Snake Pit,Cursed Altar,Goblins,Zombies,Snake Pit,Orcs,,,,,,,2.575,6,5,0,Orcs,1,3,3,0,0,0,1,3,3,2,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0
Old Den of Khaz-Gorond,Ranger,3,Fighter,1,Rogue,3,Rogue,2,Zombies,Lever Puzzle Room,Lich,,,,,,,,,,2.5,3,2,0,Lich,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Timeless Treasure of Stonefell Peak,Ranger,3,Fighter,3,Ranger,3,Druid,3,Ghosts,Poison Needle Trap,Boulder Trap,Riddle Door,Skeletons,Ghosts,,,,,,,3.25,6,4,0,Skeletons,1,3,3,2,6,3,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1
Dread Den of Lakeshore,Ranger,3,Fighter,2,Rogue,6,Mage,2,Wolves,Goblins,Lever Puzzle Room,Goblins,Basilisk,,,,,,,,2.9,5,5,1,,1,2,2,1,3,3,1,2,2,0,0,0,0,0,0,1,6,6,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Old Cave of Darkflight Pass,Mage,3,Druid,3,Fighter,2,Cleric,3,Riddle Door,Skeletons,Lich,,,,,,,,,,2.5,3,3,1,,1,2,2,0,0,0,1,3,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Ancient Den of Darkflight Pass,Rogue,4,Cleric,5,Fighter,3,Cleric,3,Zombies,Poison Needle Trap,Dragon,,,,,,,,,,3.25,3,2,0,Dragon,1,3,3,0,0,0,0,0,0,2,8,5,0,0,0,1,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Timeless Temple of Limeneth,Cleric,8,Ranger,7,Fighter,8,Fighter,7,Lich,Lever Puzzle Room,Basilisk,Lich,Cursed Altar,Cursed Altar,Riddle Door,Basilisk,,,,,7.75,8,8,1,,2,15,8,1,7,7,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,2,0,0
Nightmare Lair of Limeneth,Ranger,3,Cleric,4,Mage,4,Rogue,4,Orcs,Wolves,Wolves,Riddle Door,Basilisk,,,,,,,,3.5,5,4,0,Basilisk,0,0,0,1,3,3,1,4,4,1,4,4,0,0,0,1,4,4,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Abandoned Treasure of Cheliax,Cleric,4,Rogue,4,Fighter,3,Druid,5,Cursed Altar,Boulder Trap,Snake Pit,Dragon,Boulder Trap,,,,,,,,4.25,5,3,0,Dragon,1,3,3,0,0,0,0,0,0,1,4,4,1,5,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0
Ancient Maw of Limeneth,Druid,4,Druid,3,Cleric,3,Ranger,3,Lever Puzzle Room,Goblins,Cursed Altar,Dragon,,,,,,,,,3.575,4,3,0,Dragon,0,0,0,1,3,3,0,0,0,1,3,3,2,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Dread Lair of Stonefell Peak,Mage,4,Mage,2,Rogue,4,Fighter,3,Goblins,Riddle Door,Poison Needle Trap,Goblins,Wolves,Basilisk,,,,,,,3.4,6,5,0,Basilisk,1,3,3,0,0,0,2,6,4,0,0,0,0,0,0,1,4,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Sunken Maw of Khaz-Gorond,Rogue,3,Cleric,4,Druid,4,Mage,4,Goblins,Wolves,Boulder Trap,Cursed Altar,Goblins,Basilisk,,,,,,,3.4000000000000004,6,6,1,,0,0,0,0,0,0,1,4,4,1,4,4,1,4,4,1,3,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Forgotten Dungeon of Darkflight Pass,Ranger,3,Fighter,2,Cleric,2,Rogue,3,Wolves,Wolves,Cursed Altar,Snake Pit,,,,,,,,,2.25,4,4,1,,1,2,2,1,3,3,0,0,0,1,2,2,0,0,0,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Sunken Maw of Stonefell Peak,Druid,3,Rogue,4,Cleric,2,Rogue,4,Wolves,Boulder Trap,Basilisk,,,,,,,,,,2.25,3,3,1,,0,0,0,0,0,0,0,0,0,1,2,2,1,3,3,2,8,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Undead Ziggurat of Azmar,Ranger,4,Rogue,3,Druid,4,Ranger,3,Ghosts,Zombies,Cursed Altar,Ghosts,Cursed Altar,Zombies,,,,,,,3.25,6,4,0,Cursed Altar,0,0,0,2,7,4,0,0,0,0,0,0,1,4,4,1,3,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0
Old Maw of Almadris,Cleric,3,Fighter,2,Rogue,4,Mage,3,Poison Needle Trap,Goblins,Boulder Trap,Goblins,Basilisk,,,,,,,,2.65,5,5,1,,1,2,2,0,0,0,1,3,3,1,3,3,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Abandoned Treasure of Almadris,Ranger,3,Cleric,3,Mage,3,Rogue,3,Snake Pit,Poison Needle Trap,Skeletons,Skeletons,Boulder Trap,Riddle Door,Ghosts,,,,,,3.5,7,7,1,,0,0,0,1,3,3,1,3,3,1,3,3,0,0,0,1,3,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,1
Undead Keep of Darkflight Pass,Cleric,1,Druid,1,Mage,2,Druid,1,Zombies,Zombies,Boulder Trap,Skeletons,,,,,,,,,1.75,4,4,1,,0,0,0,0,0,0,1,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
Mountain Goblin Tunnels of Riverfell,Druid,4,Rogue,4,Rogue,5,Ranger,1,Goblins,Wolves,Boulder Trap,Goblin Chieftain,,,,,,,,,2.075,4,4,1,,0,0,0,1,1,1,0,0,0,0,0,0,1,4,4,2,9,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forgotten Treasure of Cheliax,Rogue,4,Cleric,3,Druid,4,Rogue,6,Lever Puzzle Room,Snake Pit,Ghosts,Poison Needle Trap,Boulder Trap,Poison Needle Trap,Orcs,,,,,,3.5,7,7,1,,0,0,0,0,0,0,0,0,0,1,3,3,1,4,4,2,10,6,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2
